Hugo_Symbol	Entrez_Gene_Id	TCGA-43-7657	TCGA-58-8386	TCGA-22-5478	TCGA-22-5472	TCGA-43-5670	TCGA-60-2709	TCGA-22-5489	TCGA-77-8007	TCGA-22-5471	TCGA-22-4609	TCGA-22-5482	TCGA-56-8082	TCGA-22-5483	TCGA-56-8623	TCGA-33-4587	TCGA-56-7579	TCGA-43-3394	TCGA-34-8454	TCGA-77-7338	TCGA-43-6143	TCGA-43-6773	TCGA-51-4080	TCGA-34-7107	TCGA-39-5040	TCGA-43-6771	TCGA-92-7340	TCGA-77-7138	TCGA-77-7142	TCGA-56-7823	TCGA-22-5491	TCGA-22-5481	TCGA-90-7767	TCGA-77-8008	TCGA-56-7730	TCGA-33-6737	TCGA-56-7582	TCGA-56-7731	TCGA-77-7337	TCGA-43-7658	TCGA-56-8201	TCGA-85-7710	TCGA-56-7580	TCGA-43-6647	TCGA-90-6837	TCGA-56-8083	TCGA-51-4079	TCGA-56-7222	TCGA-22-4593	TCGA-51-4081	TCGA-56-8309
HIST3H2A	92815	62.12	130.6	33.06	35.5	73.03	60.39	92.05	66.65	54.33	15.56	55.49	30.34	14.45	100.83	131.51	59.55	87.03	71.5	23.08	48.87	72.52	115.97	45.21	74.58	8.92	27.44	40.64	35.76	59.13	20.86	37.05	48.18	51.71	49.56	72.01	21.94	27.44	35.0	76.17	28.86	90.77	59.55	40.07	22.92	29.91	82.29	4.7	37.32	43.63	77.25
LIN7B	64130	185.11	283.05	119.26	169.07	165.57	161.02	131.51	198.47	175.07	147.06	151.22	84.63	72.01	248.0	363.56	218.79	173.85	253.23	120.1	131.51	110.43	205.5	162.14	363.56	120.1	85.22	214.27	126.12	138.1	214.27	170.25	112.77	111.21	180.02	197.09	111.21	93.35	114.36	231.32	181.28	185.11	119.26	102.97	123.5	264.03	194.36	166.73	105.15	185.11	356.05
LXN	56925	909.17	819.3	412.0	743.43	1340.84	607.87	1709.26	1709.26	603.67	555.41	693.58	616.37	518.15	813.63	753.83	769.69	642.59	624.99	854.13	802.41	1037.29	532.74	1088.92	842.36	507.46	769.69	514.56	974.5	1340.84	679.29	444.72	928.3	1233.75	718.08	1051.79	2367.9	389.72	836.53	669.92	460.44	813.63	2400.97	543.96	2193.99	540.19	521.76	253.23	764.36	518.15	878.17
CNKSR2	22866	41.81	18.29	40.93	67.12	54.72	29.27	20.26	23.76	28.04	39.22	46.5	42.41	37.85	51.35	24.81	53.95	35.0	54.72	53.95	19.25	34.51	51.71	12.64	25.35	43.32	64.34	43.63	77.25	40.93	33.3	33.3	58.71	29.27	32.59	44.89	55.49	24.11	56.28	39.79	38.4	34.51	70.01	57.49	57.89	67.12	34.51	22.1	31.9	28.24	49.91
SCML1	6322	133.36	214.27	108.14	109.66	190.34	211.31	96.01	208.38	120.1	239.52	124.37	249.73	103.69	214.27	162.14	195.72	127.89	127.0	119.26	124.37	180.02	115.16	105.89	334.46	199.85	208.38	195.72	202.66	214.27	132.44	114.36	176.29	195.72	105.89	111.21	228.13	130.6	165.57	159.9	202.66	251.48	209.84	120.1	109.66	155.5	162.14	277.2	86.43	164.42	155.5
AC024592.12	0	25.91	32.13	17.38	13.72	21.01	28.86	23.59	34.02	36.01	22.75	10.39	3.41	33.3	16.15	87.03	23.76	47.17	21.78	30.78	30.56	37.59	26.28	26.1	53.95	9.63	13.42	20.26	31.45	19.11	31.67	33.06	24.11	18.43	28.04	46.84	15.11	33.54	28.65	24.99	24.63	37.32	20.56	32.13	28.86	11.3	18.84	33.78	23.93	29.7	20.26
GSDMD	79792	1733.13	2835.7	1508.65	1936.53	1819.35	2502.97	2090.03	2434.5	1757.34	1844.76	1950.0	2047.0	2104.58	2417.67	3039.3	2004.85	1519.15	2664.15	1508.65	2209.26	2434.5	2627.46	2075.59	2645.74	1977.24	1437.15	1950.0	1388.16	2591.27	2664.15	1950.0	1745.2	2935.74	1674.06	2573.36	1674.06	1936.53	1457.23	2591.27	1950.0	2720.15	1950.0	2018.8	2004.85	2417.67	2209.26	1417.35	1733.13	2739.08	2835.7
AKR1C1	1645	1088.92	947.83	684.02	860.08	1096.5	2090.03	1369.04	1151.06	1119.56	703.28	575.03	1340.84	656.11	934.76	1268.46	1183.45	2004.85	947.83	698.41	1151.06	1135.2	1015.93	429.54	1096.5	473.41	547.75	1096.5	1407.55	796.86	647.07	884.29	796.86	612.11	1286.18	1015.93	921.88	1551.09	921.88	1397.83	1008.9	511.0	660.68	1051.79	743.43	961.07	1242.34	486.75	417.77	981.29	1733.13
C3orf62	375341	122.64	181.28	181.28	150.17	183.82	117.6	106.63	150.17	100.83	112.77	114.36	132.44	136.19	242.88	106.63	180.02	170.25	140.04	113.56	164.42	136.19	127.89	96.01	182.55	87.03	145.02	165.57	156.59	145.02	101.54	167.9	187.71	156.59	156.59	92.7	217.27	137.14	135.24	161.02	229.72	194.36	183.82	120.94	84.63	130.6	166.73	198.47	74.58	190.34	135.24
CRISPLD2	83716	848.22	536.45	620.67	1216.75	1832.01	2287.2	693.58	836.53	312.0	1674.06	1417.35	5479.15	1909.85	420.68	242.88	356.05	307.69	884.29	511.0	2417.67	4210.15	1225.22	3081.75	1359.57	4937.99	896.64	620.67	1286.18	417.77	733.19	599.49	1286.18	3060.45	647.07	1268.46	728.11	3491.39	921.88	307.69	1051.79	277.2	579.04	2956.17	1233.75	1769.57	1781.89	511.0	2255.7	2193.99	457.25
DOCK5	80005	181.28	170.25	215.77	193.01	275.28	255.0	202.66	131.51	180.02	224.97	189.02	242.88	167.9	154.42	134.3	231.32	231.32	161.02	115.16	131.51	215.77	148.09	135.24	161.02	264.03	309.83	239.52	295.11	208.38	185.11	218.79	221.86	162.14	297.17	120.94	224.97	251.48	199.85	180.02	249.73	127.0	269.6	217.27	201.25	211.31	229.72	253.23	172.65	279.14	215.77
SLC33A1	9197	435.55	392.44	381.68	511.0	363.56	241.19	334.46	514.56	334.46	476.71	376.41	218.79	363.56	343.89	400.71	279.14	397.93	414.87	417.77	417.77	376.41	305.55	435.55	316.37	251.48	470.14	395.18	511.0	376.41	279.14	353.59	332.14	444.72	226.54	444.72	454.09	256.78	470.14	318.57	312.0	457.25	540.19	361.04	441.64	291.04	281.09	454.09	463.65	361.04	297.17
GLI1	2735	75.64	32.82	15.34	99.43	51.71	34.02	13.72	68.07	30.12	9.48	121.79	54.33	15.22	79.45	17.13	50.63	28.45	87.03	14.45	102.97	118.43	76.71	82.87	14.78	32.59	20.71	50.98	61.25	63.89	21.78	41.22	42.41	65.26	11.73	38.67	111.99	3.14	33.3	27.64	30.56	26.1	45.85	43.32	98.73	28.65	56.68	20.41	127.0	40.07	34.75
STK17B	9262	595.34	1175.27	1104.13	595.34	518.15	1023.0	575.03	830.75	769.69	878.17	647.07	599.49	532.74	607.87	738.29	842.36	967.76	525.39	743.43	748.61	796.86	521.76	748.61	896.64	521.76	896.64	518.15	629.35	647.07	616.37	551.56	490.14	438.59	336.79	718.08	454.09	486.75	872.1	555.41	921.88	1427.22	414.87	547.75	567.1	444.72	775.05	902.89	848.22	638.15	616.37
RP5-966M1.6	0	14.56	41.22	10.47	11.82	54.72	29.06	17.13	31.67	16.39	21.63	26.67	14.78	6.89	56.28	18.16	48.87	12.45	35.0	7.4	25.91	50.27	38.12	13.62	53.95	23.93	38.67	57.49	26.47	37.85	18.7	29.06	46.84	47.84	31.67	9.48	49.91	10.16	15.0	51.71	64.8	72.52	32.59	25.35	15.68	33.3	42.71	49.56	4.78	93.35	67.12
VPS52	6293	921.88	1088.92	872.1	872.1	1008.9	665.29	954.43	825.0	947.83	890.44	896.64	743.43	902.89	1127.35	796.86	1037.29	1127.35	915.51	813.63	981.29	921.88	1023.0	808.0	693.58	780.44	848.22	921.88	941.27	928.3	967.76	988.12	1008.9	1030.12	961.07	890.44	1037.29	638.15	1001.93	1073.91	915.51	1119.56	1059.11	947.83	884.29	1216.75	1037.29	1030.12	791.35	1104.13	1001.93
HAGHL	84264	118.43	220.32	44.25	63.0	211.31	115.16	129.69	183.82	74.58	44.89	75.64	74.06	82.87	334.46	173.85	132.44	108.9	120.1	28.24	128.79	87.65	115.16	145.02	90.14	38.4	53.19	71.5	42.11	127.89	25.54	140.04	150.17	105.89	191.67	52.82	117.6	88.88	37.85	120.94	73.54	217.27	90.14	52.82	27.05	110.43	67.59	68.55	73.03	204.07	339.14
MAS1L	116511	12.93	0.0	10.63	1.79	1.71	0.0	0.0	0.54	0.58	0.0	0.93	0.0	0.21	4.54	4.7	3.23	0.0	4.39	0.0	7.22	1.75	2.86	0.0	3.17	0.19	1.3	6.36	2.14	0.53	2.16	15.11	3.23	4.39	0.56	2.84	0.89	0.0	1.73	0.0	0.0	4.06	3.47	1.35	1.66	2.1	0.0	0.0	0.91	1.0	0.0
CDC37L1	55664	295.11	371.22	281.09	279.14	400.71	361.04	269.6	295.11	244.57	346.29	305.55	460.44	332.14	279.14	309.83	312.0	339.14	264.03	275.28	224.97	348.71	265.87	265.87	432.53	299.25	420.68	295.11	332.14	303.44	275.28	318.57	366.09	279.14	244.57	291.04	264.03	414.87	289.02	283.05	373.81	273.37	287.01	332.14	218.79	353.59	275.28	343.89	258.57	273.37	285.03
KRT10	3858	242.88	305.55	189.02	194.36	232.94	318.57	269.6	366.09	176.29	291.04	194.36	180.02	185.11	241.19	543.96	309.83	169.07	262.2	325.29	255.0	167.9	205.5	217.27	343.89	149.12	226.54	256.78	248.0	220.32	265.87	226.54	246.28	279.14	339.14	176.29	303.44	215.77	258.57	267.73	232.94	327.56	309.83	181.28	158.79	212.78	242.88	312.0	246.28	241.19	204.07
AEN	64782	279.14	361.04	339.14	318.57	293.07	521.76	271.48	348.71	234.57	429.54	325.29	703.28	406.31	314.17	191.67	231.32	209.84	156.59	191.67	366.09	417.77	217.27	497.0	392.44	684.02	185.11	126.12	194.36	291.04	242.88	312.0	249.73	547.75	447.82	255.0	218.79	703.28	118.43	144.01	323.03	291.04	166.73	295.11	232.94	129.69	470.14	212.78	346.29	409.15	183.82
CYHR1	50626	1044.52	1037.29	808.0	842.36	848.22	571.05	1066.48	860.08	961.07	769.69	830.75	633.73	819.3	1151.06	967.76	854.13	769.69	1199.98	728.11	995.0	759.08	1044.52	928.3	651.58	660.68	660.68	1073.91	693.58	947.83	1295.13	1096.5	825.0	934.76	1104.13	848.22	836.53	642.59	708.18	1088.92	1073.91	909.17	808.0	860.08	872.1	1159.07	1015.93	780.44	638.15	1059.11	1104.13
VWA1	64856	2075.59	1617.0	1030.12	1685.71	1572.76	819.3	1685.71	2384.37	1551.09	1498.22	1498.22	848.22	1950.0	1304.15	1457.23	1015.93	1088.92	1359.57	1397.83	2119.22	1388.16	1674.06	2193.99	1066.48	1572.76	825.0	1369.04	612.11	2777.33	2209.26	1721.16	2555.58	2591.27	2335.28	813.63	2855.44	1437.15	743.43	1709.26	1388.16	1167.14	785.88	1529.73	2816.11	1143.1	1806.78	1159.07	2133.97	1651.0	1044.52
EXOSC9	5393	463.65	540.19	414.87	429.54	466.88	525.39	457.25	476.71	389.72	497.0	470.14	454.09	447.82	540.19	567.1	543.96	463.65	476.71	532.74	429.54	463.65	409.15	387.02	518.15	420.68	507.46	497.0	529.06	547.75	457.25	480.04	559.28	441.64	417.77	463.65	521.76	450.94	587.13	500.46	518.15	647.07	555.41	406.31	423.61	486.75	438.59	490.14	435.55	447.82	507.46
TNFAIP8L2	79626	320.8	547.75	403.5	420.68	314.17	395.18	314.17	514.56	473.41	163.28	334.46	119.26	299.25	466.88	633.73	395.18	329.84	309.83	295.11	444.72	363.56	435.55	381.68	426.57	279.14	239.52	392.44	381.68	353.59	212.78	387.02	339.14	346.29	246.28	291.04	226.54	229.72	371.22	363.56	314.17	703.28	379.04	323.03	295.11	320.8	142.01	470.14	400.71	435.55	507.46
PFDN2	5202	2047.0	2061.24	1519.15	1781.89	1745.2	2682.69	1819.35	2047.0	1685.71	1832.01	1605.83	2835.7	1733.13	2163.77	2816.11	1857.6	1508.65	1857.6	1909.85	1721.16	1936.53	1540.37	1857.6	3190.46	2796.65	1561.89	1605.83	1059.11	1977.24	1832.01	2193.99	2090.03	2224.63	2319.15	1551.09	1417.35	2997.45	1233.75	2178.83	1685.71	1870.53	1167.14	1685.71	1407.55	1674.06	1628.26	1857.6	1819.35	1794.29	2104.58
TCP1	6950	2335.28	2047.0	2351.53	2645.74	2502.97	2875.3	2520.38	2400.97	2451.44	2119.22	2739.08	3124.78	2319.15	2193.99	2061.24	2645.74	2163.77	2434.5	2758.13	1950.0	2351.53	2271.4	2075.59	2502.97	2976.74	2591.27	2351.53	2816.11	2609.3	1896.65	2240.11	2591.27	2417.67	2133.97	2485.67	3146.52	2956.17	2645.74	2209.26	2104.58	2627.46	2682.69	2319.15	2255.7	2163.77	2319.15	2627.46	2502.97	2468.49	2319.15
ALG9	79796	518.15	460.44	587.13	599.49	536.45	466.88	540.19	473.41	571.05	466.88	571.05	423.61	521.76	438.59	651.58	591.22	796.86	473.41	547.75	547.75	493.56	435.55	518.15	543.96	503.95	470.14	543.96	579.04	629.35	500.46	656.11	500.46	521.76	595.34	483.38	486.75	587.13	500.46	529.06	470.14	599.49	651.58	555.41	473.41	500.46	490.14	728.11	543.96	543.96	536.45
RPS15A	6210	51417.5	69753.56	33455.53	31215.04	38430.46	78476.96	50011.46	68793.23	38697.77	39785.74	37379.55	35363.15	46662.28	37639.55	113315.62	37121.34	37639.55	44761.41	47313.67	53601.03	27938.14	37379.55	50709.61	115696.65	35609.13	34635.37	38164.99	46019.85	47642.77	57448.23	48982.22	36106.23	30785.28	50709.61	61571.56	40062.48	34158.52	42346.82	49666.0	42054.3	71219.26	41188.81	35856.82	35363.15	35856.82	33455.53	46339.95	45386.27	44452.21	35856.82
PMEL	6490	25.17	44.89	32.82	26.86	53.19	43.02	42.71	37.32	39.5	26.1	28.45	23.25	43.94	30.56	32.36	37.85	28.04	36.01	28.04	53.19	45.53	38.12	22.75	38.95	26.1	27.64	26.67	35.76	31.45	31.45	42.71	31.0	29.91	31.0	30.56	40.93	27.25	20.71	26.86	30.56	28.24	48.52	31.9	19.39	39.79	31.22	32.82	32.82	37.85	33.78
SFMBT1	51460	125.24	105.89	140.04	146.03	186.4	85.22	115.97	76.17	129.69	123.5	113.56	109.66	102.25	113.56	60.82	136.19	114.36	120.1	79.45	106.63	132.44	127.89	97.36	77.79	111.99	142.01	115.16	120.94	120.94	95.34	105.89	112.77	105.15	108.9	107.38	113.56	103.69	141.02	115.16	127.89	150.17	108.9	141.02	107.38	106.63	107.38	144.01	96.68	87.65	143.01
CYBA	1535	7642.41	12502.12	8247.98	7180.15	7331.05	8538.88	6652.97	10733.74	8078.22	5831.91	6207.38	5183.54	6471.02	10154.69	14765.09	7966.99	6294.04	8247.98	4869.99	10440.2	8840.04	10440.2	10883.59	8963.45	8479.89	5183.54	7032.37	4239.45	8538.88	4358.66	6935.54	7485.11	8718.32	7695.57	5112.16	6037.61	8421.31	5112.16	8778.97	9151.82	12160.22	7331.05	7081.29	5633.22	8078.22	5329.3	6699.25	8658.09	14461.21	12415.75
GINS1	9837	19.82	27.44	8.71	47.17	17.51	8.92	20.86	53.95	8.0	14.14	20.56	6.11	44.89	17.64	25.17	18.29	16.03	12.09	7.63	16.15	25.35	34.26	24.11	14.67	7.82	8.38	11.3	14.56	37.32	10.47	9.48	16.03	15.11	10.31	18.29	32.13	12.09	14.45	11.04	12.45	59.55	33.54	8.25	32.36	9.78	10.96	10.71	26.86	20.56	22.59
GPX3	2878	26067.14	22535.88	37379.55	25708.25	29736.59	37121.34	42054.3	14765.09	30785.28	35609.13	47313.67	47313.67	38966.94	17078.76	24153.43	16045.82	22692.63	32092.64	49322.93	18689.27	32994.92	25530.66	25179.16	29124.6	24660.96	43236.64	31870.96	35118.87	20593.91	68793.23	29531.18	21919.61	19082.0	23820.89	88905.42	28923.41	43840.21	41763.8	17317.18	35363.15	14262.1	17681.08	42641.37	52863.07	53973.86	26614.89	23169.48	31650.8	22850.48	26248.46
IPO9	55705	713.11	379.04	575.03	743.43	665.29	406.31	587.13	571.05	543.96	669.92	629.35	540.19	616.37	543.96	476.71	595.34	651.58	651.58	555.41	599.49	583.07	595.34	540.19	476.71	543.96	728.11	571.05	738.29	738.29	638.15	624.99	595.34	698.41	633.73	665.29	748.61	587.13	665.29	529.06	514.56	525.39	698.41	660.68	743.43	555.41	616.37	718.08	674.59	438.59	521.76
SHKBP1	92799	1388.16	1733.13	1498.22	1540.37	1208.34	1397.83	1551.09	2133.97	1721.16	1167.14	1397.83	1417.35	1437.15	1909.85	1191.69	1467.37	1963.57	1769.57	1583.71	1857.6	1709.26	2271.4	1819.35	934.76	1697.45	1104.13	1477.58	1259.69	1923.14	1551.09	1583.71	1216.75	2163.77	1340.84	1477.58	1359.57	1594.73	1225.22	1437.15	1572.76	1832.01	1378.57	1651.0	1313.23	1551.09	1733.13	1322.37	1662.49	2224.63	1857.6
ARHGAP40	343578	10.24	18.16	5.32	4.58	10.47	36.01	7.06	57.08	24.99	16.75	9.27	22.75	8.38	34.75	2.81	17.13	12.93	2.86	12.27	34.26	15.45	36.27	29.27	11.91	3.17	9.93	14.45	2.36	1.46	5.73	18.84	4.31	14.24	2.78	2.68	34.51	5.96	3.2	4.74	6.26	31.22	5.82	6.52	3.5	1.91	8.51	9.78	9.48	46.18	19.53
ENO3	2027	117.6	283.05	88.88	109.66	147.06	135.24	83.45	115.16	86.43	114.36	83.45	170.25	82.29	334.46	143.01	234.57	73.03	189.02	31.22	177.53	135.24	155.5	95.34	187.71	147.06	83.45	211.31	138.1	146.03	81.71	127.0	173.85	258.57	169.07	104.42	183.82	93.35	121.79	171.45	151.22	351.14	211.31	119.26	85.82	177.53	148.09	143.01	65.26	297.17	161.02
COX19	90639	147.06	108.14	122.64	127.0	226.54	101.54	122.64	128.79	98.04	125.24	124.37	106.63	70.51	173.85	149.12	258.57	163.28	123.5	148.09	148.09	118.43	120.1	84.04	165.57	90.14	214.27	84.63	206.94	139.07	116.78	123.5	186.4	135.24	180.02	88.88	183.82	128.79	158.79	199.85	162.14	208.38	198.47	107.38	127.0	161.02	101.54	171.45	76.71	127.0	170.25
LMF1	64788	285.03	381.68	256.78	334.46	395.18	265.87	351.14	262.2	381.68	348.71	412.0	316.37	339.14	363.56	253.23	327.56	371.22	395.18	265.87	406.31	279.14	511.0	325.29	226.54	297.17	285.03	314.17	309.83	358.54	361.04	363.56	318.57	320.8	381.68	312.0	341.51	314.17	400.71	334.46	277.2	316.37	320.8	368.65	343.89	368.65	409.15	275.28	356.05	432.53	403.5
S100P	6286	595.34	2434.5	329.84	363.56	1909.85	5292.48	547.75	256.78	941.27	679.29	387.02	1104.13	470.14	860.08	708.18	441.64	575.03	159.9	476.71	241.19	915.51	346.29	1277.29	381.68	902.89	647.07	198.47	363.56	813.63	536.45	1369.04	267.73	332.14	1119.56	273.37	426.57	2434.5	253.23	1066.48	1508.65	591.22	212.78	1159.07	373.81	473.41	158.79	825.0	1313.23	339.14	3794.3
RDH14	57665	607.87	490.14	490.14	607.87	708.18	457.25	607.87	547.75	575.03	536.45	579.04	514.56	547.75	514.56	540.19	656.11	500.46	642.59	656.11	466.88	497.0	511.0	376.41	503.95	476.71	642.59	583.07	603.67	518.15	555.41	599.49	587.13	551.56	698.41	629.35	587.13	540.19	723.08	665.29	457.25	591.22	684.02	547.75	470.14	529.06	532.74	563.18	503.95	441.64	551.56
GDE1	51573	1709.26	1628.26	1561.89	1832.01	1457.23	1295.13	1457.23	2163.77	1977.24	1340.84	1369.04	872.1	1594.73	1561.89	1572.76	1286.18	1167.14	1286.18	1709.26	1832.01	1467.37	1388.16	1487.87	1295.13	1233.75	1359.57	1561.89	1662.49	1417.35	1378.57	1369.04	1331.57	1225.22	1477.58	1233.75	1359.57	921.88	1583.71	1519.15	1340.84	1331.57	1794.29	1295.13	1447.15	1216.75	1208.34	1225.22	1794.29	1159.07	1167.14
LSM14B	149986	599.49	518.15	607.87	665.29	688.78	361.04	669.92	392.44	665.29	540.19	633.73	379.04	473.41	629.35	400.71	540.19	620.67	665.29	441.64	595.34	532.74	642.59	543.96	309.83	397.93	567.1	595.34	476.71	514.56	540.19	595.34	583.07	529.06	587.13	493.56	543.96	395.18	525.39	599.49	587.13	665.29	575.03	575.03	551.56	688.78	599.49	532.74	450.94	540.19	651.58
TLE2	7089	1081.39	684.02	928.3	1001.93	1037.29	848.22	872.1	642.59	848.22	854.13	1183.45	1151.06	842.36	981.29	674.59	775.05	967.76	1259.69	854.13	848.22	603.67	954.43	693.58	728.11	995.0	974.5	1037.29	890.44	1233.75	988.12	1066.48	1135.2	934.76	1313.23	988.12	2075.59	915.51	961.07	947.83	1250.98	571.05	802.41	1030.12	2004.85	1225.22	1216.75	743.43	860.08	860.08	738.29
ACOT8	10005	532.74	674.59	529.06	529.06	543.96	532.74	599.49	723.08	612.11	497.0	503.95	612.11	660.68	656.11	1051.79	708.18	532.74	591.22	616.37	525.39	483.38	665.29	454.09	780.44	420.68	444.72	612.11	540.19	603.67	723.08	660.68	497.0	551.56	693.58	651.58	563.18	480.04	629.35	860.08	629.35	660.68	616.37	579.04	483.38	708.18	432.53	521.76	490.14	543.96	785.88
EIF4EBP3	8637	878.17	872.1	785.88	532.74	974.5	954.43	1023.0	759.08	1096.5	780.44	656.11	483.38	961.07	878.17	1225.22	836.53	748.61	679.29	854.13	1059.11	547.75	791.35	764.36	967.76	684.02	638.15	713.11	1001.93	796.86	1286.18	1242.34	921.88	688.78	1250.98	599.49	718.08	854.13	813.63	1001.93	1073.91	642.59	1023.0	836.53	603.67	961.07	728.11	1277.29	444.72	708.18	974.5
LRP2BP	55805	87.65	71.5	73.03	68.55	151.22	81.71	87.03	42.71	100.83	104.42	61.68	63.89	61.25	100.13	76.71	97.36	102.97	52.45	45.21	87.65	59.13	93.35	25.17	201.25	92.05	84.63	139.07	108.9	146.03	58.71	88.88	151.22	45.85	142.01	43.63	95.34	52.08	70.51	153.34	189.02	94.67	152.28	137.14	60.82	133.36	128.79	223.41	48.18	84.63	111.21
PELO	53918	507.46	339.14	348.71	387.02	486.75	555.41	423.61	497.0	329.84	429.54	514.56	473.41	363.56	438.59	507.46	507.46	293.07	460.44	595.34	273.37	454.09	323.03	403.5	567.1	432.53	457.25	341.51	381.68	376.41	529.06	480.04	525.39	476.71	521.76	457.25	591.22	567.1	450.94	384.34	301.33	348.71	432.53	444.72	441.64	480.04	493.56	287.01	373.81	387.02	336.79
CDIPT	10423	2400.97	2004.85	2400.97	2178.83	1896.65	1685.71	2720.15	1870.53	2537.92	1870.53	2335.28	1819.35	2555.58	2018.8	1733.13	1991.0	1721.16	2591.27	2287.2	2468.49	1950.0	2537.92	2271.4	1295.13	1936.53	1781.89	2451.44	2163.77	2367.9	3395.89	2664.15	1963.57	2178.83	2303.12	2224.63	2209.26	1794.29	2148.82	2271.4	2520.38	1662.49	2163.77	2520.38	2796.65	2835.7	2468.49	2004.85	2209.26	2193.99	2367.9
C19orf44	84167	127.0	92.7	92.05	111.99	139.07	40.93	85.22	47.84	83.45	80.57	96.68	64.34	59.97	141.02	82.29	98.04	76.17	123.5	83.45	94.01	140.04	90.77	94.01	57.49	60.82	104.42	113.56	106.63	98.04	84.63	100.83	111.99	102.25	114.36	94.01	76.71	68.55	113.56	145.02	136.19	92.05	116.78	78.89	68.07	108.14	91.41	91.41	36.79	111.21	134.3
PABPN1	8106	1594.73	2004.85	1397.83	1498.22	2018.8	1757.34	1551.09	1709.26	1467.37	1551.09	1594.73	2367.9	1832.01	2835.7	1225.22	2163.77	2367.9	2193.99	1685.71	1991.0	1896.65	1674.06	1806.78	1639.59	2209.26	1651.0	2400.97	1991.0	2148.82	1697.45	2104.58	2193.99	2287.2	2104.58	1467.37	2119.22	2047.0	1685.71	1819.35	2335.28	2384.37	2148.82	1806.78	1529.73	2335.28	1832.01	2018.8	1540.37	2384.37	2240.11
NFKBIB	4793	486.75	587.13	536.45	454.09	470.14	669.92	470.14	559.28	441.64	651.58	466.88	967.76	429.54	633.73	470.14	400.71	612.11	579.04	303.44	536.45	540.19	583.07	607.87	514.56	759.08	447.82	392.44	241.19	595.34	503.95	595.34	457.25	738.29	866.07	412.0	316.37	1023.0	312.0	543.96	529.06	536.45	303.44	587.13	348.71	567.1	684.02	403.5	397.93	555.41	529.06
CELF6	60677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0
ZWINT	11130	119.26	175.07	105.89	267.73	116.78	63.89	122.64	299.25	56.28	56.68	136.19	42.11	303.44	145.02	162.14	90.14	185.11	113.56	47.17	127.0	135.24	152.28	159.9	57.49	90.77	57.08	76.17	76.71	242.88	71.5	91.41	105.89	127.89	83.45	87.03	122.64	83.45	56.28	101.54	83.45	348.71	190.34	64.34	208.38	64.8	77.25	47.5	140.04	127.0	164.42
DYNLL1	8655	9808.75	7642.41	6983.79	7857.29	11112.3	7857.29	7966.99	7966.99	8305.36	6426.31	8305.36	7749.1	6699.25	9740.98	11827.67	10225.32	7331.05	6561.36	9673.69	6426.31	8963.45	5791.62	6840.04	12502.12	6792.79	5076.84	6840.04	7230.1	7642.41	5594.3	9025.81	8191.0	8022.41	10368.08	10659.59	8538.88	7911.95	7537.18	10084.54	5831.91	7803.01	8479.89	6745.86	6164.49	5041.77	5403.7	6983.79	8022.41	6561.36	12329.98
NRXN3	9369	94.67	69.52	100.13	100.13	98.04	40.36	63.89	60.82	73.03	139.07	127.0	94.01	82.87	93.35	41.22	100.83	110.43	88.26	102.97	54.72	69.52	76.71	108.14	63.45	92.7	177.53	61.68	97.36	82.87	79.45	90.77	61.25	102.97	81.71	108.9	59.55	117.6	105.15	120.1	106.63	62.56	86.43	85.22	66.65	111.21	76.71	116.78	66.18	56.28	88.88
FYTTD1	84248	848.22	866.07	921.88	1037.29	915.51	947.83	769.69	775.05	743.43	974.5	981.29	1030.12	830.75	713.11	836.53	961.07	928.3	854.13	1111.82	703.28	1044.52	738.29	836.53	941.27	896.64	1096.5	915.51	1044.52	928.3	656.11	713.11	884.29	896.64	583.07	1208.34	961.07	941.27	1037.29	703.28	656.11	1096.5	890.44	866.07	830.75	669.92	718.08	708.18	974.5	764.36	708.18
CAPRIN1	4076	2032.85	1583.71	1896.65	2417.67	1909.85	1331.57	1896.65	1883.54	1909.85	1806.78	2047.0	1397.83	1806.78	1487.87	1923.14	2004.85	2485.67	1781.89	2119.22	1697.45	1909.85	1794.29	1745.2	1605.83	1508.65	2004.85	1896.65	2193.99	1819.35	1540.37	1605.83	1709.26	1936.53	1487.87	2148.82	2018.8	1572.76	2224.63	1697.45	1417.35	2090.03	2148.82	1733.13	2004.85	1498.22	1572.76	1819.35	2061.24	1651.0	1745.2
AOC3	8639	5183.54	2018.8	5403.7	5441.3	4639.29	3303.0	5403.7	1437.15	5672.41	5441.3	8134.41	6037.61	4181.07	3901.01	2384.37	3303.0	3928.15	5441.3	5751.61	2915.45	4298.64	4181.07	4639.29	2240.11	3257.52	5517.27	4903.87	4066.71	2875.3	4152.18	3874.05	5633.22	4123.49	2720.15	6699.25	4802.93	4268.94	5711.87	4095.0	4095.0	2351.53	3491.39	4836.35	6337.83	6426.31	3928.15	2090.03	3235.01	5076.84	4152.18
